"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.date","Input.userid","Input.location","Input.bio","Input.asker","Input.posttext","Answer.ContainCyberbullying","Answer.CyberbullyingWords","Answer.OtherInfo","Answer.Severity","Approve","Reject"
"2GRRNDWIOV1SLWAUUE7U53YDPWIWHC","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","43","","2T0EBDPGFL6VQTJQQCED0IOVTJ4I3Q","A1N274L13ZKKI5","Approved","Thu Sep 29 17:11:23 GMT 2011","Thu Sep 29 17:11:31 GMT 2011","Thu Oct 06 10:11:31 PDT 2011","Fri Sep 30 05:39:35 PDT 2011","","","8","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are you smoking a cancer stick in your picture??<br>A: That's not my picture it's Mikayla's","No","n/a","","0"
"2DO18N46UXFCR8SOTZKNHSNTA6HSQO","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","41","","2EUJ1LY58B72LQN9X0BHH16Y7JSS7X","A1N274L13ZKKI5","Approved","Thu Sep 29 17:09:36 GMT 2011","Thu Sep 29 17:09:53 GMT 2011","Thu Oct 06 17:09:53 GMT 2011","Fri Sep 30 05:39:36 PDT 2011","","","17","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are there two commas after shit??<br>A: 'Cause that's how I fucking put it   (: mmmmmhmmm","No","n/a","","0"
"2DO18N46UXFCR8SOTZKNHSNTA6HSQO","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","41","","2RX7DZKPFE4EUH443NWLCI9NRN3F5M","AZVROORHH0X75","Approved","Thu Sep 29 17:09:29 GMT 2011","Thu Sep 29 17:09:57 GMT 2011","Thu Oct 06 17:09:57 GMT 2011","Fri Sep 30 05:39:36 PDT 2011","","","28","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are there two commas after shit??<br>A: 'Cause that's how I fucking put it   (: mmmmmhmmm","Yes","shit, fucking","","7"
"2DO18N46UXFCR8SOTZKNHSNTA6HSQO","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","41","","2UXUFJ51Y7QE232P7DSCWTMO7OPDAG","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:11:16 GMT 2011","Thu Sep 29 17:11:50 GMT 2011","Thu Oct 06 10:11:50 PDT 2011","Fri Sep 30 05:39:36 PDT 2011","","","34","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are there two commas after shit??<br>A: 'Cause that's how I fucking put it   (: mmmmmhmmm","No","n/a","","0"
"2JAEIUUU00OQYOXVZ3J8W2U2WWVTTT","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","35","","2ERMAZHHRRLF44BE4GIH5KHO15EMD9","A1N274L13ZKKI5","Approved","Thu Sep 29 17:17:18 GMT 2011","Thu Sep 29 17:18:50 GMT 2011","Thu Oct 06 10:18:50 PDT 2011","Fri Sep 30 05:39:36 PDT 2011","","","92","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Do you smoke? You know those are cancer sticks right??<br>A: Yes I do know. It's not somthing I do often. That was accually the last time I did. I don see why what I do is any of your business to be judging though.","No","n/a","","0"
"2JAEIUUU00OQYOXVZ3J8W2U2WWVTTT","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","35","","2SL3HVWAVKI6GR6HJMY2399Q9X9OG0","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:14:17 GMT 2011","Thu Sep 29 17:14:30 GMT 2011","Thu Oct 06 17:14:30 GMT 2011","Fri Sep 30 05:39:36 PDT 2011","","","13","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Do you smoke? You know those are cancer sticks right??<br>A: Yes I do know. It's not somthing I do often. That was accually the last time I did. I don see why what I do is any of your business to be judging though.","No","n/a","","0"
"2JAEIUUU00OQYOXVZ3J8W2U2WWVTTT","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","35","","2Y7XRDS4IC1ECHAO00D15A2INP1ZWB","AZVROORHH0X75","Approved","Thu Sep 29 17:08:48 GMT 2011","Thu Sep 29 17:09:27 GMT 2011","Thu Oct 06 17:09:27 GMT 2011","Fri Sep 30 05:39:36 PDT 2011","","","39","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Do you smoke? You know those are cancer sticks right??<br>A: Yes I do know. It's not somthing I do often. That was accually the last time I did. I don see why what I do is any of your business to be judging though.","No","n/a","","1"
"27ZM8JIA0RYNXDPE05D09BMJJIC05X","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","21Q0LWSBRI8I8FPPBUZJLSTL3UID1R","A1N274L13ZKKI5","Approved","Thu Sep 29 17:09:54 GMT 2011","Thu Sep 29 17:10:19 GMT 2011","Thu Oct 06 17:10:19 GMT 2011","Fri Sep 30 05:39:36 PDT 2011","","","25","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Can I ask you about shit?<br>A: Yes of course haha.","No","n/a","","0"
"27ZM8JIA0RYNXDPE05D09BMJJIC05X","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2FMUKQOYGNIWFRFZ51R147SV81OHZT","AZVROORHH0X75","Approved","Thu Sep 29 17:11:06 GMT 2011","Thu Sep 29 17:11:41 GMT 2011","Thu Oct 06 17:11:41 GMT 2011","Fri Sep 30 05:39:37 PDT 2011","","","35","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Can I ask you about shit?<br>A: Yes of course haha.","Yes","shit","","4"
"27ZM8JIA0RYNXDPE05D09BMJJIC05X","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2VQHVI44OS2KZYV44ZQSFAP53SY5Z1","A1VHFF2VC2XG7P","Approved","Thu Sep 29 17:14:17 GMT 2011","Thu Sep 29 17:14:24 GMT 2011","Thu Oct 06 10:14:24 PDT 2011","Fri Sep 30 05:39:37 PDT 2011","","","7","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Can I ask you about shit?<br>A: Yes of course haha.","No","N/A","No cyber-bullying present in the text.","0"
"2ZO2NJQ2172ZNDD8NWBLGVEBKPXXPA","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","23","","2AJYNJ92NJKME9YD0ELH2W2GLG67CI","A1VHFF2VC2XG7P","Approved","Thu Sep 29 17:13:37 GMT 2011","Thu Sep 29 17:13:46 GMT 2011","Thu Oct 06 17:13:46 GMT 2011","Fri Sep 30 05:39:37 PDT 2011","","","9","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: By shit what do you mean exactly??<br>A: Haha  uhh 'stuff' duhh (:","No","N/A","No cyber-bullying present in the text.","0"
"2ZO2NJQ2172ZNDD8NWBLGVEBKPXXPA","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","23","","2DGH1XERSQV6KV8GY3K3LVWANBH80F","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:18:10 GMT 2011","Thu Sep 29 17:18:21 GMT 2011","Thu Oct 06 10:18:21 PDT 2011","Fri Sep 30 05:39:37 PDT 2011","","","11","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: By shit what do you mean exactly??<br>A: Haha  uhh 'stuff' duhh (:","","n/a","","0"
"2ZO2NJQ2172ZNDD8NWBLGVEBKPXXPA","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","23","","2Z0JVCNHMVHVYG6RIMB2B4J71BO205","A1N274L13ZKKI5","Approved","Thu Sep 29 17:16:03 GMT 2011","Thu Sep 29 17:16:11 GMT 2011","Thu Oct 06 17:16:11 GMT 2011","Fri Sep 30 05:39:37 PDT 2011","","","8","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: By shit what do you mean exactly??<br>A: Haha  uhh 'stuff' duhh (:","No","n/a","","0"
"27DJ8EBDPGFLKZZGDK0RRDWIEJWG1Y","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2118D8J3VE7W6WGEFX73QCK82KZYIC","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:13:39 GMT 2011","Thu Sep 29 17:13:49 GMT 2011","Thu Oct 06 17:13:49 GMT 2011","Fri Sep 30 05:39:37 PDT 2011","","","10","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Will...will you marry me?<br>A: Haa  uhm I'm sorry noo.","","n/a","","0"
"27DJ8EBDPGFLKZZGDK0RRDWIEJWG1Y","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2R6CWA6X3YOCQJN36QBXTTINA9UON7","A1N274L13ZKKI5","Approved","Thu Sep 29 17:02:41 GMT 2011","Thu Sep 29 17:03:06 GMT 2011","Thu Oct 06 17:03:06 GMT 2011","Fri Sep 30 05:39:38 PDT 2011","","","25","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Will...will you marry me?<br>A: Haa  uhm I'm sorry noo.","No","n/a","","0"
"27DJ8EBDPGFLKZZGDK0RRDWIEJWG1Y","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2UWF0OHOVR14W17FJ602LECW2XW45P","A3HQP1KVVVQ9BK","Approved","Thu Sep 29 17:25:11 GMT 2011","Thu Sep 29 17:28:03 GMT 2011","Thu Oct 06 10:28:03 PDT 2011","Fri Sep 30 05:39:38 PDT 2011","","","172","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Will...will you marry me?<br>A: Haa  uhm I'm sorry noo.","Yes","Very mild cyberbullying. However, any one of them could be a minor which could raise the level to automatically a maybe 8 or 9.","","2"
"20WNLVWJ5OPBE2I7GTPM0B7EFXP2U1","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2EUAESCWY2AO263D3Z7OSGQS4D500K","A3HQP1KVVVQ9BK","Approved","Thu Sep 29 17:19:10 GMT 2011","Thu Sep 29 17:20:29 GMT 2011","Thu Oct 06 10:20:29 PDT 2011","Fri Sep 30 05:39:38 PDT 2011","","","79","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Do you like sex?<br>A: Haha  what","Yes","The word ""sex"" because the recipient could possibly be a minor.","","2"
"20WNLVWJ5OPBE2I7GTPM0B7EFXP2U1","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2PD6VCPWZ9RNR05FCMJ7WN3DL7SAPR","A1VHFF2VC2XG7P","Approved","Thu Sep 29 17:12:13 GMT 2011","Thu Sep 29 17:12:24 GMT 2011","Thu Oct 06 17:12:24 GMT 2011","Fri Sep 30 05:39:38 PDT 2011","","","11","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Do you like sex?<br>A: Haha  what","No","N/A","No cyber-bullying.","0"
"20WNLVWJ5OPBE2I7GTPM0B7EFXP2U1","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2R08MQU6L5OB9G5S8IO4EIJFZ7SDWR","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:12:54 GMT 2011","Thu Sep 29 17:13:03 GMT 2011","Thu Oct 06 17:13:03 GMT 2011","Fri Sep 30 05:39:38 PDT 2011","","","9","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Do you like sex?<br>A: Haha  what","No","n/a","","0"
"2ELYOCCF0CP5Y1CKZ89I1YG4FA1UTK","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","7","","2OAUUU00OQKKO8599TJ2Y268S5TVVX","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:13:49 GMT 2011","Thu Sep 29 17:13:58 GMT 2011","Thu Oct 06 17:13:58 GMT 2011","Fri Sep 30 05:39:38 PDT 2011","","","9","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Partttty tonight?<br>A: Yes yes yess :) although I maaay havein invited a fewww too many people","","n/a","","0"
"2ELYOCCF0CP5Y1CKZ89I1YG4FA1UTK","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","7","","2OJILKH1Q6SV4C4ZP7HUAL5O3MBJ0A","A2JKCS6UCAUARS","Approved","Thu Sep 29 17:24:01 GMT 2011","Thu Sep 29 17:24:14 GMT 2011","Thu Oct 06 10:24:14 PDT 2011","Fri Sep 30 05:39:39 PDT 2011","","","13","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Partttty tonight?<br>A: Yes yes yess :) although I maaay havein invited a fewww too many people","No","n/a","","0"
"2ELYOCCF0CP5Y1CKZ89I1YG4FA1UTK","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","7","","2RX7DZKPFE4EUH443NWLCI9NRN55FE","A1N274L13ZKKI5","Approved","Thu Sep 29 17:20:07 GMT 2011","Thu Sep 29 17:20:31 GMT 2011","Thu Oct 06 17:20:31 GMT 2011","Fri Sep 30 05:39:39 PDT 2011","","","24","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Partttty tonight?<br>A: Yes yes yess :) although I maaay havein invited a fewww too many people","No","n/a","","0"
"217FE4EGDHDMG98ZZUEZ06HEPUJAKJ","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","23VDHJHP4BDDYKRPPCJXDX3GVW54XY","A1N274L13ZKKI5","Approved","Thu Sep 29 17:06:56 GMT 2011","Thu Sep 29 17:08:56 GMT 2011","Thu Oct 06 17:08:56 GMT 2011","Fri Sep 30 05:39:39 PDT 2011","","","120","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: you hate oldham?<br>A: Katie or whatever? Ha nopeee? I dunno herrr. She's a friend of my friend bethany though so I'm sure she's chill  (:","No","n/a","","0"
"217FE4EGDHDMG98ZZUEZ06HEPUJAKJ","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2GUNJQ2172Z9NU4XS5CCZEBUTUHQY8","A2JKCS6UCAUARS","Approved","Thu Sep 29 17:24:44 GMT 2011","Thu Sep 29 17:25:01 GMT 2011","Thu Oct 06 10:25:01 PDT 2011","Fri Sep 30 05:39:39 PDT 2011","","","17","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: you hate oldham?<br>A: Katie or whatever? Ha nopeee? I dunno herrr. She's a friend of my friend bethany though so I'm sure she's chill  (:","No","n/a","","0"
"217FE4EGDHDMG98ZZUEZ06HEPUJAKJ","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","36","","2Z1746OQ1SNQ4BDXOLW1UKCNJSZ4OS","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:12:06 GMT 2011","Thu Sep 29 17:12:45 GMT 2011","Thu Oct 06 17:12:45 GMT 2011","Fri Sep 30 05:39:39 PDT 2011","","","39","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: you hate oldham?<br>A: Katie or whatever? Ha nopeee? I dunno herrr. She's a friend of my friend bethany though so I'm sure she's chill  (:","No","n/a","","0"
"2OOO33FDEY5C20NCXCQ3CCRFB01R02","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","11","","2BIP6AUC26DGKB0SEOM0JK0CGBZA3E","AZVROORHH0X75","Approved","Thu Sep 29 17:12:21 GMT 2011","Thu Sep 29 17:12:47 GMT 2011","Thu Oct 06 17:12:47 GMT 2011","Fri Sep 30 05:39:39 PDT 2011","","","26","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: its illegal to drink underage where yuu live at rite?<br>A: Noppee! Perfectly leagal  (:","No","n/a","","0"
"2OOO33FDEY5C20NCXCQ3CCRFB01R02","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","11","","2C55NQYN5F3QEN3WAJDNGWYBW0E8C8","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:20:36 GMT 2011","Thu Sep 29 17:20:45 GMT 2011","Thu Oct 06 17:20:45 GMT 2011","Fri Sep 30 05:39:39 PDT 2011","","","9","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: its illegal to drink underage where yuu live at rite?<br>A: Noppee! Perfectly leagal  (:","No","n/a","","0"
"2OOO33FDEY5C20NCXCQ3CCRFB01R02","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","11","","2NH8PJWKUDD8BQYU7O0Z4B6ULF4K9L","A1N274L13ZKKI5","Approved","Thu Sep 29 17:19:57 GMT 2011","Thu Sep 29 17:20:07 GMT 2011","Thu Oct 06 10:20:07 PDT 2011","Fri Sep 30 05:39:40 PDT 2011","","","10","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: its illegal to drink underage where yuu live at rite?<br>A: Noppee! Perfectly leagal  (:","No","n/a","","0"
"2P1HSTLB3L0FPNW95WAENREV4TMIUS","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","43","","2ABG5TYMNCWYP8W6QDJSLX11BFKNJN","A1VHFF2VC2XG7P","Approved","Thu Sep 29 17:12:01 GMT 2011","Thu Sep 29 17:12:11 GMT 2011","Thu Oct 06 17:12:11 GMT 2011","Fri Sep 30 05:39:40 PDT 2011","","","10","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: WAIT! what country do you live in?<br>A: Uhhh  the US?","No","N/A","No cyber-bullying.","0"
"2P1HSTLB3L0FPNW95WAENREV4TMIUS","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","43","","2FZDZKPFE4EGRL0DJQC8M9NZOXF6GT","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:14:30 GMT 2011","Thu Sep 29 17:14:40 GMT 2011","Thu Oct 06 10:14:40 PDT 2011","Fri Sep 30 05:39:40 PDT 2011","","","10","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: WAIT! what country do you live in?<br>A: Uhhh  the US?","No","n/a","","0"
